newid,topics,primary_topic,word_count,char_count
6202,earn,earn,300,1712
6203,,NO_TOPIC,248,1546
6204,earn,earn,0,0
6205,earn,earn,24,118
6206,,NO_TOPIC,12,69
6207,,NO_TOPIC,304,1811
6208,crude,crude,138,845
6209,grain;wheat,grain,462,2763
6210,,NO_TOPIC,60,311
6211,earn,earn,58,247
6212,acq,acq,12,83
6213,earn,earn,112,518
6214,earn,earn,109,633
6215,earn,earn,315,1832
6216,,NO_TOPIC,208,1211
6217,acq,acq,314,1911
6218,gold,gold,124,683
6219,,NO_TOPIC,120,666
6220,earn,earn,93,541
6221,grain;wheat;corn,grain,118,630
6222,earn,earn,58,317
6223,acq,acq,83,473
6224,,NO_TOPIC,110,705
6225,acq,acq,334,1996
6226,,NO_TOPIC,86,533
6227,earn,earn,36,147
6228,,NO_TOPIC,94,532
6229,,NO_TOPIC,105,627
6230,,NO_TOPIC,106,633
6231,earn,earn,54,221
6232,earn,earn,62,274
6233,earn,earn,36,173
6234,earn,earn,123,525
6235,earn,earn,23,119
6236,grain;corn,grain,15,82
6237,,NO_TOPIC,93,549
6238,,NO_TOPIC,288,1725
6239,wheat;corn,wheat,71,429
6240,earn,earn,64,283
6241,,NO_TOPIC,85,487
6242,earn,earn,56,236
6243,earn,earn,40,173
6244,earn,earn,78,341
6245,,NO_TOPIC,170,976
6246,acq,acq,102,566
6247,,NO_TOPIC,59,338
6248,earn,earn,106,495
6249,,NO_TOPIC,150,916
6250,,NO_TOPIC,155,956
6251,,NO_TOPIC,398,2438
6252,earn,earn,21,115
6253,trade;grain,trade,159,946
6254,earn,earn,76,334
6255,,NO_TOPIC,104,665
6256,,NO_TOPIC,101,597
6257,earn,earn,90,383
6258,,NO_TOPIC,22,90
6259,grain;wheat;corn,grain,320,1851
6260,,NO_TOPIC,57,359
6261,,NO_TOPIC,106,533
6262,,NO_TOPIC,395,2287
6263,,NO_TOPIC,75,369
6264,crude,crude,107,629
6265,grain;oilseed;soybean,grain,189,1175
6266,,NO_TOPIC,86,547
6267,grain,grain,119,777
6268,,NO_TOPIC,9,73
6269,grain;oilseed;soybean;carcass;corn;cotton;rice,grain,181,1189
6270,,NO_TOPIC,102,618
6271,earn,earn,101,508
6272,,NO_TOPIC,8,71
6273,earn,earn,51,202
6274,earn,earn,90,380
6275,earn,earn,35,163
6276,acq,acq,42,293
6277,acq,acq,99,573
6278,acq,acq,52,343
6279,earn,earn,67,322
6280,earn,earn,22,125
6281,,NO_TOPIC,101,620
6282,acq,acq,140,780
6283,earn,earn,83,347
6284,,NO_TOPIC,126,762
6285,,NO_TOPIC,295,1885
6286,,NO_TOPIC,78,484
6287,earn,earn,71,401
6288,earn,earn,71,329
6289,,NO_TOPIC,69,385
6290,,NO_TOPIC,73,419
6291,,NO_TOPIC,52,336
6292,,NO_TOPIC,78,520
6293,earn,earn,100,475
6294,crude,crude,19,87
6295,earn,earn,20,103
6296,grain;wheat,grain,183,1095
6297,earn,earn,67,299
6298,earn,earn,61,248
6299,earn,earn,63,251
6300,,NO_TOPIC,108,615
6301,crude,crude,173,860
6302,,NO_TOPIC,60,332
6303,,NO_TOPIC,33,201
6304,,NO_TOPIC,137,808
6305,earn,earn,21,112
6306,earn,earn,29,121
6307,,NO_TOPIC,56,317
6308,,NO_TOPIC,55,301
6309,earn,earn,136,691
6310,earn,earn,115,541
6311,earn,earn,32,147
6312,earn,earn,75,411
6313,earn,earn,77,370
6314,,NO_TOPIC,55,289
6315,acq,acq,60,407
6316,,NO_TOPIC,53,339
6317,carcass,carcass,156,943
6318,,NO_TOPIC,56,309
6319,,NO_TOPIC,81,519
6320,,NO_TOPIC,101,616
6321,,NO_TOPIC,151,862
6322,,NO_TOPIC,313,1875
6323,earn,earn,96,387
6324,earn,earn,25,118
6325,earn,earn,93,414
6326,grain;wheat,grain,347,2144
6327,,NO_TOPIC,52,297
6328,,NO_TOPIC,369,2212
6329,,NO_TOPIC,83,490
6330,,NO_TOPIC,63,337
6331,acq,acq,110,617
6332,,NO_TOPIC,62,389
6333,earn,earn,16,74
6334,,NO_TOPIC,179,1066
6335,earn,earn,97,488
6336,,NO_TOPIC,79,499
6337,acq,acq,264,1703
6338,money-fx;yen,money-fx,602,3358
6339,grain;wheat,grain,99,526
6340,acq,acq,272,1587
6341,earn,earn,63,289
6342,veg-oil;palm-oil,veg-oil,12,80
6343,,NO_TOPIC,205,1192
6344,veg-oil;palm-oil,veg-oil,203,1178
6345,,NO_TOPIC,204,1232
6346,acq,acq,756,4697
6347,earn,earn,18,75
6348,crude,crude,191,1077
6349,earn,earn,172,763
6350,interest,interest,135,719
6351,,NO_TOPIC,175,1070
6352,interest,interest,385,2180
6353,earn,earn,321,1744
6354,veg-oil;palm-oil,veg-oil,75,421
6355,earn,earn,13,61
6356,earn,earn,67,302
6357,money-fx;yen,money-fx,705,4307
6358,earn,earn,55,260
6359,money-fx;interest,money-fx,173,994
6360,,NO_TOPIC,640,3819
6361,acq,acq,156,967
6362,interest,interest,12,68
6363,,NO_TOPIC,299,1604
6364,interest,interest,12,64
6365,interest,interest,16,77
6366,interest,interest,15,76
6367,,NO_TOPIC,193,1105
6368,acq,acq,169,1031
6369,interest,interest,163,878
6370,,NO_TOPIC,94,519
6371,wpi,wpi,90,498
6372,earn,earn,60,308
6373,acq,acq,223,1254
6374,,NO_TOPIC,110,595
6375,ipi,ipi,161,1018
6376,earn,earn,445,2329
6377,,NO_TOPIC,101,554
6378,,NO_TOPIC,84,502
6379,,NO_TOPIC,176,839
6380,,NO_TOPIC,106,539
6381,,NO_TOPIC,89,525
6382,acq,acq,207,1190
6383,,NO_TOPIC,122,705
6384,gnp,gnp,93,526
6385,cpi,cpi,66,346
6386,grain;corn,grain,224,1124
6387,,NO_TOPIC,75,445
6388,,NO_TOPIC,433,2464
6389,,NO_TOPIC,105,588
6390,,NO_TOPIC,69,434
6391,,NO_TOPIC,71,467
6392,,NO_TOPIC,281,1754
6393,,NO_TOPIC,101,554
6394,money-fx;stg,money-fx,10,61
6395,,NO_TOPIC,743,4471
6396,,NO_TOPIC,387,2306
6397,,NO_TOPIC,205,1191
6398,interest,interest,13,70
6399,money-fx;interest,money-fx,73,378
6400,money-fx;interest,money-fx,756,4411
6401,,NO_TOPIC,188,1191
6402,acq,acq,281,1539
6403,,NO_TOPIC,89,536
6404,ship;crude,ship,165,917
6405,cocoa,cocoa,11,79
6406,interest;trade;gnp;bop;cpi,interest,525,2819
6407,cocoa,cocoa,204,1285
6408,,NO_TOPIC,95,469
6409,,NO_TOPIC,84,470
6410,acq,acq,479,2894
6411,,NO_TOPIC,228,1450
6412,veg-oil;sun-oil;cotton-oil,veg-oil,78,478
6413,crude,crude,112,651
6414,cocoa,cocoa,99,626
6415,,NO_TOPIC,112,662
6416,gnp,gnp,18,69
6417,gnp,gnp,13,58
6418,,NO_TOPIC,19,77
6419,earn,earn,69,384
6420,earn,earn,66,254
6421,veg-oil;coconut-oil,veg-oil,97,586
6422,acq,acq,72,432
6423,,NO_TOPIC,100,633
6424,,NO_TOPIC,67,383
6425,nat-gas,nat-gas,134,903
6426,money-fx;interest,money-fx,581,3420
6427,gnp,gnp,199,1083
6428,acq,acq,307,1892
6429,,NO_TOPIC,97,637
6430,acq,acq,191,1190
6431,,NO_TOPIC,204,1076
6432,crude,crude,258,1493
6433,acq,acq,167,988
6434,earn,earn,157,951
6435,acq,acq,11,59
6436,ship,ship,114,683
6437,earn,earn,79,372
6438,earn,earn,217,1278
6439,,NO_TOPIC,26,137
6440,earn,earn,15,67
6441,acq,acq,65,327
6442,acq,acq,196,1112
6443,acq,acq,12,63
6444,,NO_TOPIC,74,476
6445,money-fx,money-fx,96,528
6446,,NO_TOPIC,47,308
6447,earn,earn,160,684
6448,,NO_TOPIC,161,873
6449,acq,acq,14,73
6450,trade,trade,93,596
6451,zinc;lead,zinc,187,1045
6452,money-fx;interest,money-fx,94,474
6453,interest,interest,284,1729
6454,earn,earn,74,303
6455,earn,earn,61,249
6456,earn,earn,120,611
6457,earn,earn,19,96
6458,earn,earn,77,307
6459,earn,earn,12,54
6460,earn,earn,22,115
6461,earn,earn,97,556
6462,,NO_TOPIC,89,524
6463,acq,acq,561,3222
6464,trade;bop,trade,235,1187
6465,earn,earn,150,821
6466,earn,earn,126,528
6467,,NO_TOPIC,50,254
6468,,NO_TOPIC,113,569
6469,,NO_TOPIC,139,751
6470,,NO_TOPIC,133,769
6471,earn,earn,444,2569
6472,,NO_TOPIC,390,2266
6473,acq,acq,364,2383
6474,earn,earn,22,118
6475,earn,earn,70,335
6476,earn,earn,80,342
6477,acq,acq,88,490
6478,earn,earn,31,183
6479,,NO_TOPIC,104,663
6480,,NO_TOPIC,76,423
6481,earn,earn,458,2392
6482,,NO_TOPIC,9,46
6483,interest,interest,132,685
6484,sugar,sugar,16,80
6485,earn,earn,95,393
6486,sugar,sugar,161,888
6487,,NO_TOPIC,100,604
6488,acq,acq,90,539
6489,,NO_TOPIC,100,574
6490,,NO_TOPIC,163,888
6491,earn,earn,64,269
6492,l-cattle,l-cattle,510,3054
6493,cocoa,cocoa,254,1500
6494,gnp,gnp,105,572
6495,earn,earn,74,271
6496,earn,earn,59,243
6497,acq,acq,81,470
6498,acq,acq,53,358
6499,acq,acq,25,148
6500,earn,earn,68,323
6501,,NO_TOPIC,47,269
6502,acq,acq,116,633
6503,earn,earn,147,864
6504,earn,earn,99,428
6505,earn,earn,29,127
6506,earn,earn,20,113
6507,earn,earn,49,265
6508,,NO_TOPIC,92,613
6509,earn,earn,25,117
6510,,NO_TOPIC,77,451
6511,acq,acq,101,633
6512,,NO_TOPIC,75,460
6513,,NO_TOPIC,80,464
6514,earn,earn,22,118
6515,silver,silver,181,1012
6516,,NO_TOPIC,102,575
6517,,NO_TOPIC,100,571
6518,,NO_TOPIC,80,452
6519,,NO_TOPIC,79,500
6520,earn,earn,33,144
6521,earn,earn,46,256
6522,earn,earn,88,395
6523,earn,earn,84,338
6524,earn,earn,56,273
6525,earn,earn,101,602
6526,,NO_TOPIC,70,382
6527,acq,acq,91,478
6528,earn,earn,21,105
6529,earn,earn,75,360
6530,,NO_TOPIC,82,545
6531,interest;money-fx,interest,673,3808
6532,earn,earn,46,273
6533,earn,earn,49,198
6534,earn,earn,38,154
6535,trade;cotton;iron-steel;naphtha;veg-oil;palm-oil,trade,77,565
6536,,NO_TOPIC,14,75
6537,acq,acq,73,452
6538,acq,acq,45,272
6539,earn,earn,98,551
6540,earn,earn,82,322
6541,ship,ship,609,3635
6542,earn,earn,15,75
6543,money-fx;interest,money-fx,107,636
6544,,NO_TOPIC,198,1147
6545,,NO_TOPIC,81,431
6546,alum,alum,185,1069
6547,earn,earn,183,1019
6548,,NO_TOPIC,86,520
6549,earn,earn,75,323
6550,,NO_TOPIC,77,494
6551,earn,earn,90,374
6552,earn,earn,75,305
6553,,NO_TOPIC,72,413
6554,,NO_TOPIC,159,912
6555,,NO_TOPIC,25,175
6556,acq,acq,57,426
6557,silver,silver,216,1218
6558,,NO_TOPIC,443,2661
6559,earn,earn,99,551
6560,,NO_TOPIC,132,854
6561,pet-chem,pet-chem,173,1072
6562,acq,acq,138,800
6563,,NO_TOPIC,88,526
6564,,NO_TOPIC,61,374
6565,,NO_TOPIC,58,397
6566,,NO_TOPIC,60,396
6567,,NO_TOPIC,84,553
6568,earn,earn,28,170
6569,,NO_TOPIC,12,69
6570,,NO_TOPIC,59,313
6571,,NO_TOPIC,120,706
6572,earn,earn,22,108
6573,earn,earn,51,244
6574,,NO_TOPIC,37,231
6575,earn,earn,22,108
6576,money-fx,money-fx,282,1722
6577,earn,earn,47,274
6578,crude,crude,119,695
6579,,NO_TOPIC,12,72
6580,,NO_TOPIC,80,530
6581,earn,earn,287,1589
6582,,NO_TOPIC,15,79
6583,earn,earn,73,369
6584,earn,earn,13,61
6585,grain;corn;veg-oil,grain,141,827
6586,earn,earn,87,425
6587,,NO_TOPIC,77,449
6588,grain;corn;ship,grain,503,2883
6589,,NO_TOPIC,143,869
6590,earn,earn,87,493
6591,earn,earn,145,657
6592,earn,earn,241,1262
6593,gnp;trade,gnp,310,1887
6594,earn,earn,105,525
6595,coffee,coffee,124,785
6596,trade;bop,trade,98,494
6597,earn,earn,48,281
6598,crude,crude,145,856
6599,,NO_TOPIC,89,489
6600,,NO_TOPIC,251,1580
6601,earn,earn,80,375
6602,,NO_TOPIC,98,568
6603,jobs,jobs,543,3447
6604,acq,acq,92,498
6605,,NO_TOPIC,446,2394
6606,crude;nat-gas,crude,320,1988
6607,earn,earn,16,74
6608,,NO_TOPIC,121,685
6609,earn,earn,42,166
6610,,NO_TOPIC,97,571
6611,earn,earn,14,59
6612,earn,earn,77,442
6613,,NO_TOPIC,114,653
6614,,NO_TOPIC,113,676
6615,,NO_TOPIC,28,198
6616,acq,acq,44,294
6617,,NO_TOPIC,49,300
6618,,NO_TOPIC,466,2728
6619,money-supply,money-supply,194,1072
6620,earn,earn,56,215
6621,gnp,gnp,102,629
6622,earn,earn,158,913
6623,meal-feed,meal-feed,107,602
6624,,NO_TOPIC,171,1017
6625,,NO_TOPIC,65,368
6626,grain;barley,grain,107,574
6627,,NO_TOPIC,95,503
6628,,NO_TOPIC,13,68
6629,earn,earn,24,121
6630,acq,acq,96,569
6631,,NO_TOPIC,60,368
6632,coffee,coffee,86,551
6633,,NO_TOPIC,353,2092
6634,,NO_TOPIC,172,1015
6635,earn,earn,132,737
6636,earn,earn,71,382
6637,trade;bop,trade,98,494
6638,acq,acq,77,429
6639,acq,acq,254,1536
6640,,NO_TOPIC,95,513
6641,earn,earn,77,335
6642,earn,earn,52,205
6643,,NO_TOPIC,11,57
6644,,NO_TOPIC,52,310
6645,,NO_TOPIC,197,1263
6646,,NO_TOPIC,179,1105
6647,earn,earn,23,120
6648,,NO_TOPIC,87,539
6649,,NO_TOPIC,211,1241
6650,nat-gas,nat-gas,13,70
6651,,NO_TOPIC,89,528
6652,crude;ship,crude,118,636
6653,earn,earn,212,1040
6654,acq,acq,8,53
6655,acq,acq,61,349
6656,crude;nat-gas,crude,816,4500
6657,sugar,sugar,1071,6353
6658,gold,gold,195,1132
6659,acq,acq,45,276
6660,nat-gas,nat-gas,117,602
6661,earn,earn,28,173
6662,,NO_TOPIC,53,331
6663,,NO_TOPIC,46,299
6664,,NO_TOPIC,104,508
6665,acq,acq,672,4008
6666,acq,acq,17,89
6667,,NO_TOPIC,100,600
6668,earn,earn,72,291
6669,earn,earn,59,254
6670,earn,earn,126,597
6671,,NO_TOPIC,116,682
6672,earn,earn,121,556
6673,earn,earn,21,113
6674,earn,earn,71,405
6675,acq,acq,14,80
6676,,NO_TOPIC,128,610
6677,rubber,rubber,100,618
6678,,NO_TOPIC,51,326
6679,earn,earn,75,306
6680,earn,earn,50,233
6681,earn,earn,78,362
6682,acq,acq,70,458
6683,earn,earn,23,113
6684,earn,earn,25,114
6685,earn,earn,23,115
6686,earn,earn,21,121
6687,earn,earn,42,243
6688,,NO_TOPIC,112,606
6689,acq,acq,336,1947
6690,,NO_TOPIC,128,673
6691,,NO_TOPIC,79,550
6692,,NO_TOPIC,63,345
6693,,NO_TOPIC,93,562
6694,acq,acq,82,441
6695,acq,acq,38,240
6696,earn,earn,26,113
6697,acq,acq,50,310
6698,,NO_TOPIC,59,375
6699,earn,earn,149,813
6700,,NO_TOPIC,58,345
6701,earn,earn,60,243
6702,acq,acq,62,376
6703,,NO_TOPIC,80,468
6704,,NO_TOPIC,86,551
6705,earn,earn,21,103
6706,,NO_TOPIC,49,307
6707,acq,acq,205,1205
6708,earn,earn,609,3438
6709,earn,earn,38,169
6710,acq,acq,52,295
6711,earn,earn,72,331
6712,nat-gas,nat-gas,104,676
6713,earn,earn,0,0
6714,ship,ship,118,702
6715,,NO_TOPIC,11,63
6716,trade,trade,385,2380
6717,,NO_TOPIC,77,453
6718,,NO_TOPIC,73,413
6719,acq,acq,288,1699
6720,grain;wheat,grain,447,2590
6721,earn,earn,271,1503
6722,crude;nat-gas,crude,699,4099
6723,earn,earn,62,389
6724,,NO_TOPIC,106,673
6725,acq,acq,136,852
6726,earn,earn,302,1751
6727,,NO_TOPIC,67,399
6728,,NO_TOPIC,60,362
6729,earn,earn,73,271
6730,earn,earn,23,112
6731,acq,acq,47,297
6732,earn,earn,98,543
6733,earn,earn,26,116
6734,earn,earn,69,344
6735,grain;corn,grain,88,488
6736,,NO_TOPIC,49,263
6737,earn,earn,110,642
6738,earn,earn,92,388
6739,earn,earn,48,247
6740,earn,earn,120,714
6741,earn,earn,46,251
6742,crude;nat-gas;earn,crude,468,2708
6743,earn,earn,47,229
6744,grain;wheat,grain,220,1361
6745,,NO_TOPIC,170,1110
6746,crude,crude,140,891
6747,earn,earn,87,422
6748,earn,earn,102,554
6749,,NO_TOPIC,83,543
6750,,NO_TOPIC,112,656
6751,grain;wheat,grain,68,366
6752,earn,earn,446,2582
6753,,NO_TOPIC,99,561
6754,,NO_TOPIC,44,273
6755,,NO_TOPIC,60,339
6756,,NO_TOPIC,59,351
6757,trade,trade,133,757
6758,gnp,gnp,127,655
6759,earn,earn,63,235
6760,crude;nat-gas,crude,196,1054
6761,earn,earn,34,180
6762,earn,earn,77,429
6763,earn,earn,69,383
6764,interest,interest,93,559
6765,earn,earn,68,255
6766,,NO_TOPIC,56,374
6767,acq,acq,63,384
6768,,NO_TOPIC,72,402
6769,,NO_TOPIC,55,368
6770,earn,earn,387,2136
6771,earn,earn,72,321
6772,,NO_TOPIC,52,355
6773,earn,earn,36,192
6774,earn,earn,29,159
6775,,NO_TOPIC,55,341
6776,earn,earn,21,115
6777,earn,earn,22,119
6778,earn,earn,105,606
6779,earn,earn,66,278
6780,,NO_TOPIC,112,644
6781,,NO_TOPIC,28,203
6782,,NO_TOPIC,12,55
6783,earn,earn,36,182
6784,earn,earn,122,702
6785,earn,earn,48,188
6786,,NO_TOPIC,54,309
6787,earn,earn,254,1218
6788,acq,acq,136,798
6789,acq,acq,86,545
6790,earn,earn,40,174
6791,crude,crude,198,1133
6792,,NO_TOPIC,111,646
6793,,NO_TOPIC,263,1563
6794,earn,earn,26,145
6795,,NO_TOPIC,115,687
6796,,NO_TOPIC,257,1637
6797,earn,earn,154,915
6798,fuel,fuel,130,583
6799,earn,earn,55,208
6800,,NO_TOPIC,60,374
6801,earn,earn,23,127
6802,earn,earn,23,125
6803,,NO_TOPIC,17,76
6804,carcass,carcass,104,570
6805,acq,acq,9,60
6806,,NO_TOPIC,113,636
6807,acq,acq,57,371
6808,,NO_TOPIC,18,77
6809,earn,earn,68,276
6810,acq,acq,86,500
6811,acq,acq,229,1461
6812,,NO_TOPIC,42,231
6813,earn,earn,65,307
6814,earn,earn,45,189
6815,acq,acq,266,1480
6816,earn,earn,300,1678
6817,acq,acq,98,580
6818,acq,acq,83,552
6819,acq,acq,168,1004
6820,,NO_TOPIC,52,333
6821,,NO_TOPIC,195,1008
6822,,NO_TOPIC,13,73
6823,,NO_TOPIC,614,4014
6824,,NO_TOPIC,81,491
6825,earn,earn,32,174
6826,,NO_TOPIC,88,527
6827,earn,earn,35,184
6828,jet,jet,60,339
6829,,NO_TOPIC,210,1259
6830,earn,earn,50,195
6831,earn,earn,10,40
6832,,NO_TOPIC,67,376
6833,,NO_TOPIC,69,419
6834,,NO_TOPIC,12,75
6835,,NO_TOPIC,13,73
6836,gas,gas,119,727
6837,earn,earn,119,483
6838,,NO_TOPIC,88,462
6839,,NO_TOPIC,82,436
6840,earn,earn,181,829
6841,acq,acq,98,582
6842,,NO_TOPIC,70,404
6843,,NO_TOPIC,84,542
6844,acq,acq,645,3844
6845,,NO_TOPIC,67,420
6846,copper,copper,283,1733
6847,,NO_TOPIC,12,73
6848,earn,earn,66,280
6849,acq,acq,232,1291
6850,earn,earn,60,253
6851,,NO_TOPIC,71,422
6852,earn,earn,38,227
6853,acq,acq,57,318
6854,,NO_TOPIC,105,603
6855,acq,acq,49,301
6856,acq,acq,100,538
6857,,NO_TOPIC,113,646
6858,,NO_TOPIC,96,554
6859,earn,earn,38,150
6860,earn,earn,33,157
6861,earn,earn,20,111
6862,earn,earn,33,189
6863,earn,earn,176,1043
6864,earn,earn,33,189
6865,earn,earn,29,119
6866,trade,trade,137,802
6867,,NO_TOPIC,398,2413
6868,,NO_TOPIC,9,47
6869,acq,acq,240,1387
6870,,NO_TOPIC,72,433
6871,crude;gas,crude,18,78
6872,gold,gold,96,529
6873,acq,acq,44,237
6874,acq,acq,83,516
6875,earn,earn,21,113
6876,crude;nat-gas,crude,675,3878
6877,earn,earn,136,815
6878,,NO_TOPIC,49,324
6879,,NO_TOPIC,80,502
6880,earn,earn,85,366
6881,earn,earn,20,110
6882,grain;wheat,grain,249,1420
6883,,NO_TOPIC,148,854
6884,acq,acq,101,604
6885,,NO_TOPIC,70,431
6886,acq,acq,71,419
6887,acq,acq,136,844
6888,acq,acq,37,266
6889,,NO_TOPIC,43,253
6890,grain;corn;sorghum;sunseed;oilseed;soybean,grain,633,3335
6891,,NO_TOPIC,343,2160
6892,,NO_TOPIC,74,433
6893,crude;gas,crude,227,1096
6894,earn,earn,36,201
6895,,NO_TOPIC,85,475
6896,,NO_TOPIC,785,4833
6897,grain;corn,grain,83,447
6898,grain;wheat,grain,38,205
6899,,NO_TOPIC,211,1239
6900,,NO_TOPIC,28,195
6901,,NO_TOPIC,83,499
6902,,NO_TOPIC,50,278
6903,grain;wheat,grain,122,796
6904,,NO_TOPIC,10,48
6905,crude;nat-gas,crude,115,645
6906,oilseed;soybean,oilseed,126,792
6907,earn,earn,109,613
6908,acq,acq,200,1087
6909,grain;wheat,grain,34,192
6910,,NO_TOPIC,95,537
6911,,NO_TOPIC,95,571
6912,coffee,coffee,66,426
6913,crude,crude,92,515
6914,acq,acq,722,4139
6915,,NO_TOPIC,90,573
6916,,NO_TOPIC,94,573
6917,earn,earn,17,99
6918,,NO_TOPIC,48,335
6919,,NO_TOPIC,16,81
6920,cpi,cpi,60,354
6921,,NO_TOPIC,110,626
6922,interest,interest,384,2216
6923,,NO_TOPIC,139,879
6924,,NO_TOPIC,73,536
6925,,NO_TOPIC,77,523
6926,trade,trade,442,2781
6927,copper,copper,325,1954
6928,acq,acq,383,2236
6929,acq,acq,109,570
6930,acq,acq,95,596
6931,earn,earn,24,110
6932,,NO_TOPIC,55,322
6933,,NO_TOPIC,39,232
6934,tin,tin,177,1062
6935,sugar,sugar,211,1038
6936,,NO_TOPIC,129,742
6937,,NO_TOPIC,61,371
6938,,NO_TOPIC,59,388
6939,sugar,sugar,161,852
6940,,NO_TOPIC,252,1531
6941,ship,ship,260,1565
6942,gnp,gnp,16,81
6943,gnp,gnp,275,1426
6944,acq,acq,201,1178
6945,money-fx;nzdlr,money-fx,210,1203
6946,grain;wheat,grain,107,591
6947,,NO_TOPIC,56,345
6948,,NO_TOPIC,191,1065
6949,,NO_TOPIC,601,3515
6950,,NO_TOPIC,189,1146
6951,jobs,jobs,69,354
6952,trade,trade,109,550
6953,acq,acq,88,510
6954,trade;bop;rubber;veg-oil;palm-oil,trade,206,1214
6955,retail,retail,94,485
6956,,NO_TOPIC,118,642
6957,gold,gold,147,827
6958,,NO_TOPIC,109,646
6959,trade;bop;gnp,trade,327,1950
6960,grain;wheat,grain,83,474
6961,acq,acq,154,933
6962,,NO_TOPIC,297,1822
6963,,NO_TOPIC,110,623
6964,trade,trade,120,661
6965,cpi,cpi,161,873
6966,,NO_TOPIC,79,423
6967,,NO_TOPIC,122,651
6968,iron-steel,iron-steel,166,920
6969,earn,earn,17,71
6970,money-supply,money-supply,400,2059
6971,,NO_TOPIC,15,92
6972,earn,earn,31,141
6973,,NO_TOPIC,180,1120
6974,,NO_TOPIC,94,528
6975,wpi,wpi,90,448
6976,trade,trade,141,763
6977,,NO_TOPIC,284,1579
6978,,NO_TOPIC,138,762
6979,,NO_TOPIC,81,515
6980,,NO_TOPIC,451,2604
6981,money-fx,money-fx,92,519
6982,cpi,cpi,61,367
6983,reserves,reserves,14,80
6984,,NO_TOPIC,116,606
6985,gold,gold,201,1106
6986,earn,earn,16,69
6987,,NO_TOPIC,94,610
6988,,NO_TOPIC,20,92
6989,,NO_TOPIC,174,1050
6990,,NO_TOPIC,97,589
6991,,NO_TOPIC,83,444
6992,,NO_TOPIC,131,647
6993,veg-oil,veg-oil,62,382
6994,veg-oil;soy-oil,veg-oil,190,1117
6995,zinc,zinc,85,486
6996,crude,crude,749,4475
6997,,NO_TOPIC,16,100
6998,sugar,sugar,259,1508
6999,earn,earn,127,524
7000,earn,earn,12,55
7001,earn,earn,314,1795
7002,,NO_TOPIC,110,541
7003,earn,earn,137,696
7004,jobs,jobs,0,0
7005,income,income,15,76
7006,income,income,15,79
7007,money-supply,money-supply,19,85
7008,earn,earn,135,575
7009,money-supply,money-supply,16,78
7010,jobs,jobs,16,78
7011,trade,trade,289,1669
7012,money-supply,money-supply,234,1317
7013,jobs,jobs,178,1019
7014,money-supply,money-supply,422,2164
7015,income,income,209,1152
7016,,NO_TOPIC,99,499
7017,,NO_TOPIC,110,613
7018,,NO_TOPIC,83,444
7019,,NO_TOPIC,130,825
7020,money-fx,money-fx,33,173
7021,,NO_TOPIC,123,658
7022,,NO_TOPIC,494,2931
7023,gold,gold,147,827
7024,acq,acq,201,1178
7025,,NO_TOPIC,7,51
7026,,NO_TOPIC,209,1051
7027,money-fx,money-fx,92,462
7028,,NO_TOPIC,138,762
7029,money-supply,money-supply,303,1566
7030,acq,acq,154,933
7031,interest,interest,47,286
7032,gnp,gnp,293,1774
7033,,NO_TOPIC,293,1803
7034,,NO_TOPIC,60,327
7035,,NO_TOPIC,78,439
7036,money-fx;income;money-supply,money-fx,381,2108
7037,veg-oil;oilseed;soybean,veg-oil,276,1613
7038,,NO_TOPIC,350,2079
7039,acq,acq,15,81
7040,,NO_TOPIC,129,764
7041,acq,acq,205,1339
7042,,NO_TOPIC,110,665
7043,money-fx;rand,money-fx,354,2072
7044,,NO_TOPIC,106,654
7045,acq,acq,93,546
7046,acq,acq,57,350
7047,bop,bop,123,686
7048,earn,earn,91,393
7049,reserves,reserves,77,460
7050,,NO_TOPIC,63,399
7051,,NO_TOPIC,407,2715
7052,earn,earn,16,73
7053,,NO_TOPIC,128,818
7054,,NO_TOPIC,127,716
7055,,NO_TOPIC,331,1865
7056,,NO_TOPIC,323,1811
7057,acq,acq,17,85
7058,earn,earn,172,1026
7059,,NO_TOPIC,138,856
7060,earn,earn,104,598
7061,earn,earn,299,1342
7062,grain;wheat;corn,grain,711,4016
7063,earn,earn,41,243
7064,earn,earn,36,223
7065,acq,acq,85,477
7066,earn,earn,314,1806
7067,crude,crude,156,819
7068,acq,acq,76,448
7069,,NO_TOPIC,53,319
7070,jobs,jobs,80,449
7071,cocoa,cocoa,421,2611
7072,earn,earn,62,262
7073,earn,earn,167,952
7074,earn,earn,73,262
7075,earn,earn,314,1668
7076,earn,earn,21,112
7077,earn,earn,22,120
7078,earn,earn,84,378
7079,earn,earn,53,210
7080,money-fx,money-fx,94,460
7081,,NO_TOPIC,90,491
7082,,NO_TOPIC,59,305
7083,earn,earn,61,294
7084,,NO_TOPIC,92,565
7085,earn,earn,102,594
7086,,NO_TOPIC,79,470
7087,trade,trade,56,348
7088,gold,gold,744,4259
7089,,NO_TOPIC,9,72
7090,acq,acq,65,419
7091,,NO_TOPIC,91,505
7092,earn,earn,57,288
7093,acq,acq,63,381
7094,,NO_TOPIC,545,3296
7095,,NO_TOPIC,181,1104
7096,earn,earn,56,209
7097,crude,crude,164,946
7098,income,income,15,66
7099,income,income,405,2286
7100,money-fx,money-fx,58,295
7101,hog;livestock,hog,63,358
7102,earn,earn,318,1750
7103,grain;ship,grain,315,1866
7104,coffee,coffee,83,511
